time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
782,0,1,2745.09,3.21,217,-16.6531,-49.398515,829.3,179,3
783,0,1,2748.47,3.22,217,-16.653105,-49.398486,829.4,178,3
784,0,1,2750.75,3.23,218,-16.653111,-49.398457,829.4,178,3
785,0,1,2754.19,3.24,218,-16.653116,-49.398428,829.4,177,3
786,0,1,2757.65,3.24,218,-16.653122,-49.398399,829.4,177,2
787,0,1,2760.03,3.24,218,-16.653128,-49.398369,829.4,177,3
788,0,1,2763.4,3.24,219,-16.653134,-49.39834,829.5,176,3
789,0,1,2767.03,3.24,219,-16.653139,-49.39831,829.5,177,3
790,0,1,2769.68,3.24,219,-16.653145,-49.39828,829.5,177,3
791,0,1,2773.28,3.24,219,-16.653151,-49.39825,829.5,178,2
792,0,1,2777.02,3.24,220,-16.653157,-49.39822,829.5,178,3
793,0,1,2779.48,3.24,220,-16.653163,-49.39819,829.5,178,3
794,0,1,2783.05,3.24,220,-16.653169,-49.39816,829.6,178,3
795,0,1,2786.66,3.24,220,-16.653175,-49.39813,829.6,178,3
796,0,1,2789.53,3.23,221,-16.653181,-49.398099,829.6,179,2
797,0,1,2793.09,3.23,221,-16.653187,-49.398069,829.6,178,3
798,0,1,2796.65,3.23,221,-16.653193,-49.398039,829.6,178,3
799,0,1,2799.35,3.23,222,-16.653199,-49.398008,829.6,179,3
800,0,1,2802.87,3.22,222,-16.653205,-49.397978,829.7,179,3
801,0,1,2806.26,3.22,222,-16.653211,-49.397948,829.7,178,2
802,0,1,2809.02,3.22,222,-16.653216,-49.397918,829.7,179,3
803,0,1,2812.45,3.22,223,-16.653222,-49.397888,829.7,179,3
804,0,1,2816.14,3.22,223,-16.653227,-49.397858,829.8,178,3
805,0,1,2818.8,3.22,223,-16.653233,-49.397828,829.8,178,2
806,0,1,2822.3,3.22,223,-16.653238,-49.397799,829.8,177,3
807,0,1,2825.91,3.22,224,-16.653243,-49.397769,829.8,177,3
808,0,1,2828.61,3.22,224,-16.653249,-49.39774,829.8,178,3
809,0,1,2832.18,3.22,224,-16.653254,-49.39771,829.9,180,2
810,0,1,2835.56,3.22,224,-16.653259,-49.397681,829.9,179,3
811,0,1,2838.3,3.22,225,-16.653264,-49.397651,829.9,179,3
812,0,1,2841.66,3.22,225,-16.65327,-49.397622,829.9,179,3
813,0,1,2845.1,3.22,225,-16.653275,-49.397592,830.0,177,3
814,0,1,2847.76,3.22,226,-16.653281,-49.397563,830.0,178,2
815,0,1,2851.46,3.23,226,-16.653286,-49.397533,830.0,179,3
816,0,1,2855.12,3.23,226,-16.653292,-49.397503,830.0,178,3
817,0,1,2857.35,3.23,226,-16.653298,-49.397474,830.0,178,3
818,0,1,2860.88,3.23,227,-16.653303,-49.397444,830.0,179,2
819,0,1,2864.21,3.23,227,-16.653309,-49.397414,830.0,178,3
820,0,1,2867.34,3.23,227,-16.653315,-49.397384,830.0,177,3
821,0,1,2870.84,3.23,227,-16.653321,-49.397354,830.0,177,3
822,0,1,2874.33,3.23,228,-16.653327,-49.397324,830.0,176,2
823,0,1,2877.01,3.23,228,-16.653333,-49.397295,830.0,177,3
824,0,1,2880.48,3.23,228,-16.653338,-49.397265,830.0,176,3
825,0,1,2884.0,3.24,228,-16.653344,-49.397235,830.0,176,2
826,0,1,2886.58,3.24,229,-16.65335,-49.397205,830.0,176,3
827,0,1,2890.3,3.24,229,-16.653355,-49.397175,830.0,176,3
828,0,1,2894.08,3.24,229,-16.653361,-49.397146,830.0,176,3
829,0,1,2896.28,3.24,229,-16.653366,-49.397116,830.0,175,3
830,0,1,2899.82,3.24,230,-16.653372,-49.397086,830.0,175,2
831,0,1,2903.22,3.24,230,-16.653377,-49.397057,829.9,174,3
832,0,1,2906.35,3.24,230,-16.653383,-49.397027,829.9,174,3
833,0,1,2910.02,3.24,231,-16.653388,-49.396998,829.9,174,3
834,0,1,2913.44,3.24,231,-16.653394,-49.396968,829.9,175,3
835,0,1,2915.85,3.24,231,-16.653399,-49.396939,829.9,175,2
836,0,1,2919.32,3.24,231,-16.653405,-49.396909,829.9,174,3
837,0,1,2922.65,3.24,232,-16.65341,-49.39688,829.9,175,3
838,0,1,2925.26,3.24,232,-16.653416,-49.396851,829.9,175,3
839,0,1,2928.78,3.24,232,-16.653422,-49.396822,829.9,176,3
840,0,1,2932.33,3.24,232,-16.653428,-49.396793,829.9,176,2
841,0,1,2934.71,3.24,233,-16.653434,-49.396764,829.9,177,3
842,0,1,2938.16,3.24,233,-16.65344,-49.396735,829.9,176,3
843,0,1,2941.6,3.24,233,-16.653446,-49.396706,829.9,176,3
844,0,1,2944.48,3.24,233,-16.653452,-49.396677,829.9,177,3
845,0,1,2947.89,3.24,234,-16.653458,-49.396648,829.9,176,2
846,0,1,2951.37,3.24,234,-16.653464,-49.396619,829.9,177,3
847,0,1,2953.93,3.24,234,-16.653471,-49.396589,830.0,177,3
848,0,1,2957.45,3.24,234,-16.653477,-49.39656,830.0,176,3
849,0,1,2961.12,3.24,235,-16.653483,-49.39653,830.1,177,2
850,0,1,2963.39,3.24,235,-16.653489,-49.3965,830.1,177,3
851,0,1,2966.94,3.24,235,-16.653495,-49.39647,830.2,178,3
852,0,1,2970.37,3.24,236,-16.653501,-49.39644,830.2,178,3
853,0,1,2973.12,3.24,236,-16.653507,-49.39641,830.3,179,2
854,0,1,2976.9,3.24,236,-16.653513,-49.396379,830.3,179,3
855,0,1,2980.66,3.24,236,-16.653519,-49.396349,830.4,178,3
856,0,1,2982.97,3.24,237,-16.653525,-49.396318,830.4,177,3
857,0,1,2986.62,3.24,237,-16.653531,-49.396288,830.5,177,3
858,0,1,2990.17,3.24,237,-16.653537,-49.396257,830.5,176,2
859,0,1,2993.32,3.24,237,-16.653542,-49.396227,830.5,177,3
860,0,1,2996.74,3.24,238,-16.653548,-49.396196,830.6,177,3
861,0,1,3000.06,3.24,238,-16.653554,-49.396166,830.6,177,2
862,0,1,3003.28,3.24,238,-16.65356,-49.396136,830.7,175,3
863,0,1,3006.73,3.24,238,-16.653566,-49.396106,830.7,176,3
864,0,1,3010.28,3.24,239,-16.653572,-49.396077,830.7,176,3
865,0,1,3012.79,3.24,239,-16.653578,-49.396047,830.8,173,3
866,0,1,3016.35,3.24,239,-16.653584,-49.396017,830.8,174,2
867,0,1,3020.09,3.24,240,-16.65359,-49.395988,830.8,174,3
868,0,1,3022.39,3.24,240,-16.653596,-49.395958,830.8,175,3
869,0,1,3025.91,3.24,240,-16.653602,-49.395929,830.9,175,3
870,0,1,3029.34,3.24,240,-16.653609,-49.395899,830.9,175,2
871,0,1,3032.3,3.24,241,-16.653615,-49.395869,830.9,176,3
872,0,1,3036.02,3.24,241,-16.653621,-49.395839,831.0,176,3
873,0,1,3039.53,3.24,241,-16.653627,-49.395808,830.9,175,3
874,0,1,3041.88,3.24,241,-16.653634,-49.395777,830.9,175,2
875,0,1,3045.65,3.24,242,-16.65364,-49.395746,830.9,177,3
876,0,1,3049.41,3.24,242,-16.653646,-49.395714,830.9,177,3
877,0,1,3051.8,3.23,242,-16.653653,-49.395683,830.8,177,3
878,0,1,3055.63,3.24,242,-16.653659,-49.395651,830.8,176,3
879,0,1,3059.53,3.23,243,-16.653665,-49.395618,830.8,176,2
880,0,1,3062.28,3.22,243,-16.653672,-49.395586,830.8,177,3
881,0,1,3065.92,3.23,243,-16.653678,-49.395554,830.8,178,3
882,0,1,3069.6,3.24,244,-16.653685,-49.395521,830.7,178,3
883,0,1,3072.94,3.22,244,-16.653691,-49.395489,830.7,178,2
884,0,1,3076.8,3.21,244,-16.653697,-49.395457,830.7,178,3
885,0,1,3080.61,3.21,244,-16.653703,-49.395425,830.7,177,3
886,0,1,3083.21,3.21,245,-16.653709,-49.395394,830.6,177,3
887,0,1,3086.79,3.21,245,-16.653715,-49.395362,830.6,177,3
888,0,1,3090.36,3.21,245,-16.653721,-49.395331,830.6,177,2
889,0,1,3093.45,3.21,245,-16.653727,-49.395301,830.6,178,3
890,0,1,3097.31,3.21,246,-16.653733,-49.395271,830.6,177,3
891,0,1,3100.96,3.22,246,-16.653739,-49.395241,830.5,178,3
892,0,1,3103.44,3.22,246,-16.653745,-49.395211,830.5,177,2
893,0,1,3107.09,3.22,247,-16.653752,-49.395182,830.5,177,3
894,0,1,3110.57,3.22,247,-16.653758,-49.395153,830.5,177,3
895,0,1,3113.59,3.22,247,-16.653764,-49.395124,830.4,178,3
896,0,1,3116.83,3.23,247,-16.65377,-49.395095,830.4,180,3
897,0,1,3120.32,3.23,248,-16.653776,-49.395065,830.4,179,2
898,0,1,3123.26,3.23,248,-16.653782,-49.395036,830.4,178,3
899,0,1,3126.76,3.23,248,-16.653788,-49.395005,830.4,177,3
900,0,1,3130.42,3.23,248,-16.653794,-49.394974,830.3,177,3
901,0,1,3132.85,3.23,249,-16.6538,-49.394943,830.3,176,2
902,0,1,3136.68,3.23,249,-16.653806,-49.394911,830.2,176,3
903,0,1,3140.59,3.23,249,-16.653812,-49.394879,830.1,176,3
904,0,1,3142.73,3.23,249,-16.653818,-49.394847,830.1,177,3
905,0,1,3146.46,3.24,250,-16.653824,-49.394815,830.0,177,3
906,0,1,3150.13,3.24,250,-16.65383,-49.394783,830.0,176,2
907,0,1,3153.14,3.24,250,-16.653836,-49.39475,829.9,176,3
908,0,1,3156.88,3.24,251,-16.653842,-49.394718,829.8,176,3
909,0,1,3160.71,3.24,251,-16.653848,-49.394686,829.8,176,3
910,0,1,3163.47,3.24,251,-16.653855,-49.394654,829.7,177,2
911,0,1,3167.59,3.24,251,-16.653862,-49.394623,829.6,177,3
912,0,1,3171.44,3.24,252,-16.653869,-49.394592,829.6,178,3
913,0,1,3174.21,3.24,252,-16.653876,-49.394561,829.5,179,3
914,0,1,3177.86,3.25,252,-16.653884,-49.39453,829.5,178,3
915,0,1,3181.54,3.25,252,-16.653891,-49.3945,829.4,177,2
916,0,1,3184.68,3.25,253,-16.653899,-49.394469,829.3,179,3
917,0,1,3188.16,3.25,253,-16.653907,-49.394439,829.3,180,3
918,0,1,3191.7,3.25,253,-16.653914,-49.394409,829.2,178,3
919,0,1,3194.64,3.25,254,-16.653922,-49.394379,829.1,176,3
920,0,1,3198.28,3.25,254,-16.653929,-49.39435,829.1,177,2
921,0,1,3201.88,3.25,254,-16.653937,-49.39432,829.0,177,3
922,0,1,3204.23,3.25,254,-16.653944,-49.39429,828.9,177,3
923,0,1,3207.68,3.26,255,-16.653952,-49.394261,828.9,177,3
924,0,1,3211.2,3.26,255,-16.653959,-49.394231,828.8,177,2
925,0,1,3213.97,3.26,255,-16.653966,-49.394202,828.8,178,3
926,0,1,3217.45,3.26,255,-16.653972,-49.394172,828.7,178,3
927,0,1,3220.83,3.26,256,-16.653979,-49.394142,828.6,177,3
928,0,1,3223.76,3.26,256,-16.653985,-49.394113,828.5,176,2
929,0,1,3227.22,3.26,256,-16.653992,-49.394083,828.4,176,3
930,0,1,3230.63,3.26,256,-16.653998,-49.394054,828.4,176,3
931,0,1,3233.7,3.26,257,-16.654004,-49.394024,828.3,178,3
932,0,1,3237.08,3.26,257,-16.65401,-49.393994,828.2,180,3
933,0,1,3240.74,3.26,257,-16.654015,-49.393964,828.1,178,2
934,0,1,3243.35,3.26,258,-16.654021,-49.393934,828.0,177,3
935,0,1,3246.82,3.26,258,-16.654026,-49.393904,827.9,175,3
936,0,1,3250.49,3.26,258,-16.654032,-49.393874,827.8,175,3
937,0,1,3253.17,3.26,258,-16.654037,-49.393844,827.8,177,2
938,0,1,3256.81,3.26,259,-16.654042,-49.393814,827.7,176,3
939,0,1,3260.41,3.26,259,-16.654047,-49.393783,827.6,176,3
940,0,1,3262.96,3.26,259,-16.654053,-49.393753,827.5,175,3
941,0,1,3266.66,3.26,259,-16.654058,-49.393722,827.4,176,3
942,0,1,3270.31,3.26,260,-16.654063,-49.393692,827.3,177,2
943,0,1,3272.78,3.26,260,-16.654068,-49.393661,827.2,177,3
944,0,1,3276.38,3.26,260,-16.654074,-49.39363,827.1,177,3
945,0,1,3279.87,3.26,260,-16.65408,-49.393599,827.0,176,3
946,0,1,3282.99,3.26,261,-16.654085,-49.393568,826.9,175,2
947,0,1,3286.46,3.26,261,-16.654091,-49.393537,826.8,174,3
948,0,1,3289.79,3.26,261,-16.654098,-49.393506,826.7,174,3
949,0,1,3292.82,3.26,262,-16.654104,-49.393475,826.6,175,2
950,0,1,3296.4,3.26,262,-16.65411,-49.393443,826.5,174,3
951,0,1,3299.94,3.26,262,-16.654117,-49.393412,826.4,175,3
952,0,1,3302.49,3.26,262,-16.654123,-49.393381,826.3,175,3
953,0,1,3306.22,3.26,263,-16.65413,-49.393349,826.2,174,3
954,0,1,3310.2,3.26,263,-16.654137,-49.393317,826.1,175,2
955,0,1,3312.69,3.26,263,-16.654144,-49.393285,826.1,175,3
956,0,1,3316.62,3.26,263,-16.65415,-49.393253,826.1,175,3
957,0,1,3320.57,3.26,264,-16.654157,-49.393221,826.0,176,3
958,0,1,3323.57,3.26,264,-16.654163,-49.393189,826.0,175,3
959,0,1,3327.39,3.27,264,-16.65417,-49.393156,826.0,174,3
960,0,1,3331.09,3.27,265,-16.654176,-49.393124,826.0,175,2
961,0,1,3334.36,3.27,265,-16.654183,-49.393091,825.9,175,3
962,0,1,3338.36,3.27,265,-16.654189,-49.393059,825.9,174,3
963,0,1,3342.45,3.27,265,-16.654195,-49.393026,825.9,173,3
964,0,1,3344.95,3.27,266,-16.654201,-49.392993,825.9,173,3
965,0,1,3348.55,3.27,266,-16.654207,-49.39296,825.9,174,2
966,0,1,3352.24,3.27,266,-16.654214,-49.392928,825.8,174,3
967,0,1,3355.87,3.27,267,-16.65422,-49.392895,825.8,175,3
968,0,1,3359.4,3.28,267,-16.654226,-49.392863,825.8,174,3
969,0,1,3363.01,3.28,267,-16.654233,-49.39283,825.8,174,3
970,0,1,3366.25,3.28,267,-16.654239,-49.392798,825.7,174,2
971,0,1,3370.01,3.29,268,-16.654246,-49.392766,825.7,172,3
972,0,1,3373.8,3.3,268,-16.654252,-49.392734,825.7,174,3
973,0,1,3376.57,3.3,268,-16.654259,-49.392702,825.7,175,3
974,0,1,3380.38,3.3,268,-16.654266,-49.39267,825.6,176,3
975,0,1,3383.98,3.3,269,-16.654273,-49.392638,825.6,177,2
976,0,1,3387.1,3.31,269,-16.654279,-49.392607,825.6,177,3
977,0,1,3390.77,3.31,269,-16.654286,-49.392575,825.6,177,3
978,0,1,3394.27,3.32,270,-16.654293,-49.392544,825.5,177,3
979,0,1,3397.56,3.33,270,-16.654299,-49.392512,825.5,177,3
980,0,1,3401.07,3.33,270,-16.654306,-49.392481,825.5,176,2
981,0,1,3404.64,3.34,270,-16.654312,-49.392449,825.4,176,3
982,0,1,3407.82,3.34,271,-16.654319,-49.392418,825.4,177,3
983,0,1,3411.64,3.35,271,-16.654325,-49.392386,825.3,177,3
984,0,1,3415.42,3.35,271,-16.65433,-49.392355,825.2,177,2
985,0,1,3418.37,3.35,272,-16.654336,-49.392324,825.2,177,3
986,0,1,3422.06,3.35,272,-16.654342,-49.392292,825.1,177,3
987,0,1,3425.9,3.35,272,-16.654348,-49.392261,825.1,177,3
988,0,1,3428.91,3.35,272,-16.654353,-49.392229,825.0,177,3
989,0,1,3432.56,3.34,273,-16.654359,-49.392198,824.9,177,2
990,0,1,3436.23,3.35,273,-16.654364,-49.392166,824.9,179,3
991,0,1,3439.18,3.36,273,-16.65437,-49.392135,824.8,179,3
992,0,1,3442.79,3.36,273,-16.654376,-49.392104,824.8,178,3
993,0,1,3446.36,3.37,274,-16.654382,-49.392072,824.7,178,3
994,0,1,3449.18,3.37,274,-16.654388,-49.392041,824.7,179,2
995,0,1,3452.8,3.37,274,-16.654394,-49.39201,824.6,179,3
996,0,1,3456.3,3.37,275,-16.6544,-49.391978,824.5,177,3
997,0,1,3459.0,3.37,275,-16.654407,-49.391947,824.5,175,3
998,0,1,3462.62,3.37,275,-16.654413,-49.391916,824.4,176,3
999,0,1,3466.32,3.37,275,-16.65442,-49.391885,824.4,175,3
1000,0,1,3468.97,3.38,276,-16.654427,-49.391854,824.3,175,2
1001,0,1,3472.68,3.38,276,-16.654434,-49.391822,824.2,176,3
1002,0,1,3476.34,3.38,276,-16.65444,-49.391791,824.2,178,3
1003,0,1,3479.19,3.38,276,-16.654447,-49.39176,824.1,178,3
1004,0,1,3483.48,3.39,277,-16.654454,-49.391729,824.0,179,2
1005,0,1,3487.42,3.39,277,-16.654461,-49.391698,824.0,178,3
1006,0,1,3489.6,3.39,277,-16.654468,-49.391667,823.9,179,3
1007,0,1,3493.31,3.39,278,-16.654474,-49.391635,824.0,178,3
1008,0,1,3497.12,3.39,278,-16.654481,-49.391604,824.0,178,3
1009,0,1,3500.2,3.39,278,-16.654487,-49.391573,824.1,176,2
1010,0,1,3503.96,3.39,278,-16.654494,-49.391542,824.2,178,3
1011,0,1,3507.52,3.39,279,-16.6545,-49.391511,824.2,178,3
1012,0,1,3510.85,3.39,279,-16.654506,-49.39148,824.3,178,3
1013,0,1,3514.29,3.39,279,-16.654513,-49.39145,824.3,178,3
1014,0,1,3517.79,3.39,279,-16.654519,-49.391419,824.4,178,2
1015,0,1,3520.84,3.39,280,-16.654525,-49.391389,824.4,178,3
1016,0,1,3524.25,3.39,280,-16.654531,-49.391359,824.5,177,3
1017,0,1,3527.89,3.39,280,-16.654537,-49.391329,824.5,178,3
1018,0,1,3530.39,3.38,280,-16.654543,-49.3913,824.6,179,2
1019,0,1,3533.88,3.38,281,-16.654549,-49.391271,824.6,177,3
1020,0,1,3537.37,3.38,281,-16.654555,-49.391242,824.7,178,3
1021,0,1,3539.91,3.38,281,-16.65456,-49.391213,824.7,179,3
1022,0,1,3543.27,3.38,282,-16.654566,-49.391185,824.7,178,2
1023,0,1,3546.68,3.37,282,-16.654572,-49.391156,824.8,178,3
1024,0,1,3549.39,3.37,282,-16.654578,-49.391128,824.8,178,3
1025,0,1,3552.74,3.37,282,-16.654584,-49.3911,824.9,179,3
1026,0,1,3556.0,3.37,283,-16.654589,-49.391071,824.9,179,3
1027,0,1,3558.76,3.36,283,-16.654595,-49.391042,824.9,178,2
1028,0,1,3562.38,3.35,283,-16.654601,-49.391014,825.0,180,3
1029,0,1,3565.4,3.36,283,-16.654607,-49.390984,825.0,179,3
1030,0,1,3568.1,3.37,284,-16.654613,-49.390955,825.0,180,3
1031,0,1,3571.71,3.37,284,-16.654619,-49.390925,825.1,180,3
1032,0,1,3575.33,3.37,284,-16.654625,-49.390895,825.1,180,2
1033,0,1,3577.68,3.37,284,-16.654631,-49.390864,825.1,180,3
1034,0,1,3581.32,3.37,285,-16.654637,-49.390833,825.2,178,3
1035,0,1,3585.03,3.37,285,-16.654643,-49.390802,825.2,178,3
1036,0,1,3587.7,3.37,285,-16.654649,-49.390771,825.2,177,3
1037,0,1,3591.47,3.37,285,-16.654655,-49.39074,825.2,175,2
1038,0,1,3595.11,3.37,286,-16.654661,-49.390709,825.2,174,3
1039,0,1,3597.91,3.37,286,-16.654667,-49.390677,825.2,174,3
1040,0,1,3601.45,3.37,286,-16.654673,-49.390646,825.2,174,3
1041,0,1,3604.86,3.36,287,-16.654679,-49.390615,825.2,175,2
1042,0,1,3608.11,3.36,287,-16.654686,-49.390584,825.3,176,3
1043,0,1,3611.71,3.36,287,-16.654692,-49.390553,825.3,177,3
1044,0,1,3615.29,3.36,287,-16.654698,-49.390522,825.3,177,3
1045,0,1,3618.05,3.36,288,-16.654704,-49.390492,825.3,176,2
1046,0,1,3621.52,3.36,288,-16.65471,-49.390462,825.3,176,3
1047,0,1,3624.98,3.36,288,-16.654716,-49.390432,825.3,176,3
1048,0,1,3627.91,3.36,288,-16.654722,-49.390402,825.4,177,3
1049,0,1,3631.23,3.36,289,-16.654728,-49.390372,825.4,176,3
1050,0,1,3635.01,3.35,289,-16.654735,-49.390342,825.4,177,2
1051,0,1,3637.77,3.35,289,-16.654741,-49.390312,825.4,177,3
1052,0,1,3641.4,3.35,290,-16.654747,-49.390282,825.4,177,3
1053,0,1,3645.11,3.35,290,-16.654753,-49.390253,825.5,177,3
1054,0,1,3647.84,3.35,290,-16.654758,-49.390223,825.5,178,2
1055,0,1,3651.44,3.34,290,-16.654764,-49.390193,825.5,178,3
1056,0,1,3655.11,3.34,291,-16.65477,-49.390164,825.5,177,3
1057,0,1,3657.76,3.34,291,-16.654776,-49.390134,825.6,177,3
1058,0,1,3661.26,3.34,291,-16.654782,-49.390105,825.6,177,2
1059,0,1,3664.75,3.34,291,-16.654787,-49.390075,825.6,176,3
1060,0,1,3667.58,3.33,292,-16.654793,-49.390046,825.7,176,3
1061,0,1,3671.16,3.33,292,-16.654799,-49.390016,825.7,176,3
1062,0,1,3674.41,3.34,292,-16.654804,-49.389987,825.7,176,3
1063,0,1,3677.07,3.33,292,-16.65481,-49.389958,825.8,176,2
1064,0,1,3680.3,3.32,293,-16.654816,-49.389929,825.8,175,3
1065,0,1,3683.62,3.33,293,-16.654821,-49.3899,825.8,176,3
1066,0,1,3686.13,3.34,293,-16.654827,-49.389871,825.8,176,3
1067,0,1,3689.57,3.32,293,-16.654833,-49.389842,825.9,176,2
1068,0,1,3693.06,3.3,294,-16.654839,-49.389814,825.9,176,3
1069,0,1,3695.37,3.3,294,-16.654844,-49.389785,825.9,177,3
1070,0,1,3698.67,3.3,294,-16.65485,-49.389757,825.9,176,3
1071,0,1,3702.21,3.3,295,-16.654856,-49.389728,826.0,176,3
1072,0,1,3704.74,3.3,295,-16.654862,-49.389699,826.0,175,2
1073,0,1,3708.28,3.3,295,-16.654868,-49.389671,826.0,176,3
1074,0,1,3711.88,3.3,295,-16.654875,-49.389642,826.0,176,3
1075,0,1,3714.19,3.31,296,-16.654881,-49.389613,826.0,177,3
1076,0,1,3717.66,3.3,296,-16.654888,-49.389583,826.0,177,2
1077,0,1,3721.11,3.3,296,-16.654895,-49.389554,826.0,179,3
1078,0,1,3723.82,3.31,296,-16.654902,-49.389524,826.1,180,3
1079,0,1,3727.46,3.32,297,-16.654909,-49.389493,826.1,179,3
1080,0,1,3731.09,3.33,297,-16.654916,-49.389463,826.1,178,3
1081,0,1,3733.59,3.33,297,-16.654924,-49.389432,826.1,179,2
1082,0,1,3737.18,3.32,297,-16.654932,-49.389401,826.1,179,3
1083,0,1,3740.84,3.32,298,-16.654941,-49.38937,826.1,180,3
1084,0,1,3743.71,3.32,298,-16.654949,-49.389339,826.1,180,3
1085,0,1,3747.5,3.32,298,-16.654958,-49.389308,826.1,179,3
1086,0,1,3751.34,3.32,299,-16.654968,-49.389278,826.0,178,2
1087,0,1,3754.07,3.32,299,-16.654977,-49.389247,826.0,178,3
1088,0,1,3757.53,3.32,299,-16.654987,-49.389217,826.0,178,3
1089,0,1,3761.22,3.32,299,-16.654998,-49.389187,826.0,177,3
1090,0,1,3764.5,3.32,300,-16.655008,-49.389158,826.0,178,3
1091,0,1,3768.04,3.32,300,-16.65502,-49.389129,826.0,178,2
1092,0,1,3771.55,3.32,300,-16.655031,-49.389101,826.0,179,3
1093,0,1,3774.5,3.32,300,-16.655043,-49.389073,826.0,179,3
1094,0,1,3778.31,3.32,301,-16.655055,-49.389046,826.0,180,3
1095,0,1,3781.95,3.32,301,-16.655067,-49.389019,826.0,179,3
1096,0,1,3784.5,3.31,301,-16.655079,-49.388992,825.9,178,2
1097,0,1,3788.05,3.31,301,-16.655091,-49.388965,825.9,179,3
1098,0,1,3791.33,3.31,302,-16.655104,-49.388938,825.9,181,3
1099,0,1,3794.39,3.31,302,-16.655116,-49.388911,825.9,180,3
1100,0,1,3797.88,3.31,302,-16.655128,-49.388884,825.9,180,2
1101,0,1,3801.24,3.31,303,-16.65514,-49.388857,825.9,179,3
1102,0,1,3803.58,3.31,303,-16.655151,-49.38883,825.9,181,3
1103,0,1,3807.05,3.31,303,-16.655162,-49.388802,825.9,182,3
1104,0,1,3810.57,3.31,303,-16.655173,-49.388774,825.9,181,3
1105,0,1,3812.78,3.31,304,-16.655184,-49.388746,825.9,182,2
1106,0,1,3816.28,3.31,304,-16.655194,-49.388717,825.9,180,3
1107,0,1,3819.73,3.31,304,-16.655204,-49.388688,825.9,180,3
1108,0,1,3822.54,3.31,304,-16.655214,-49.388659,825.9,179,3
1109,0,1,3825.97,3.31,305,-16.655224,-49.38863,825.9,180,3
1110,0,1,3829.5,3.31,305,-16.655233,-49.388601,826.0,180,2
1111,0,1,3832.16,3.31,305,-16.655242,-49.388571,826.0,180,3
1112,0,1,3835.89,3.31,305,-16.655251,-49.388541,826.0,180,3
1113,0,1,3839.48,3.31,306,-16.65526,-49.388512,826.0,180,3
1114,0,1,3842.15,3.31,306,-16.655268,-49.388482,826.0,180,2
1115,0,1,3845.77,3.31,306,-16.655276,-49.388452,826.1,181,4
1116,0,1,3849.59,3.31,306,-16.655284,-49.388422,826.1,180,2
1117,0,1,3852.4,3.31,307,-16.655292,-49.388392,826.1,180,3
1118,0,1,3855.82,3.31,307,-16.6553,-49.388362,826.1,179,3
1119,0,1,3859.2,3.31,307,-16.655307,-49.388332,826.2,180,3
1120,0,1,3862.62,3.31,308,-16.655314,-49.388302,826.2,181,3
1121,0,1,3866.15,3.31,308,-16.655322,-49.388273,826.2,181,2
1122,0,1,3869.62,3.31,308,-16.655328,-49.388243,826.2,181,3
1123,0,1,3872.23,3.31,308,-16.655335,-49.388213,826.2,181,3
1124,0,1,3875.77,3.31,309,-16.655342,-49.388184,826.2,181,3
1125,0,1,3879.21,3.31,309,-16.655348,-49.388155,826.2,182,2
1126,0,1,3881.92,3.3,309,-16.655354,-49.388126,826.2,181,3
1127,0,1,3885.27,3.3,309,-16.65536,-49.388097,826.2,181,3
1128,0,1,3888.5,3.3,310,-16.655365,-49.388068,826.3,182,3
1129,0,1,3891.26,3.3,310,-16.655371,-49.38804,826.3,182,3
1130,0,1,3894.68,3.3,310,-16.655376,-49.388011,826.3,182,2
1131,0,1,3897.95,3.3,310,-16.655382,-49.387983,826.3,182,3
1132,0,1,3900.51,3.3,311,-16.655387,-49.387955,826.3,181,3
1133,0,1,3903.9,3.3,311,-16.655392,-49.387926,826.4,181,3
1134,0,1,3907.16,3.3,311,-16.655398,-49.387898,826.4,180,2
1135,0,1,3909.91,3.3,311,-16.655403,-49.38787,826.4,180,3
1136,0,1,3913.16,3.3,312,-16.655408,-49.387841,826.4,180,3
1137,0,1,3916.47,3.3,312,-16.655413,-49.387812,826.5,180,3
1138,0,1,3919.09,3.3,312,-16.655419,-49.387783,826.5,181,3
1139,0,1,3922.55,3.3,313,-16.655425,-49.387754,826.5,180,2
1140,0,1,3926.17,3.3,313,-16.65543,-49.387725,826.5,181,3
1141,0,1,3928.45,3.3,313,-16.655436,-49.387696,826.5,181,3
1142,0,1,3932.1,3.3,313,-16.655442,-49.387666,826.6,181,3
1143,0,1,3935.62,3.3,314,-16.655448,-49.387636,826.6,179,2
1144,0,1,3938.39,3.29,314,-16.655454,-49.387606,826.6,179,3
1145,0,1,3941.89,3.29,314,-16.65546,-49.387577,826.6,180,3
1146,0,1,3945.16,3.29,314,-16.655466,-49.387547,826.7,180,3
1147,0,1,3948.29,3.29,315,-16.655472,-49.387517,826.7,181,2
1148,0,1,3951.75,3.29,315,-16.655478,-49.387487,826.8,180,3
1149,0,1,3955.03,3.29,315,-16.655483,-49.387457,826.9,181,3
1150,0,1,3957.92,3.29,315,-16.655489,-49.387427,827.0,181,3
1151,0,1,3961.46,3.29,316,-16.655495,-49.387398,827.0,182,3
1152,0,1,3965.23,3.29,316,-16.6555,-49.387368,827.1,181,2
1153,0,1,3967.45,3.29,316,-16.655506,-49.387339,827.2,181,3
1154,0,1,3970.75,3.29,316,-16.655512,-49.387309,827.3,181,3
